anio,edicion
1916,634
1916,635
1917,636
1917,637
1917,638
1917,639
1917,641
1917,642
1917,643
1917,644
1917,645
1917,646
1917,647
1917,648
1917,649
1917,650
1917,651
1917,652
1917,653
1917,654
1917,655
1917,656
1917,657
1917,658
1917,659
1917,660
1917,661
1917,662
1917,663
1917,664
1917,665
1917,666
1917,667
1917,668
1917,669
1917,670
1917,671
1917,672
1917,673
1917,674
1917,675
1917,676
1917,677
1917,678
1917,679
1917,680
1917,681
1917,682
1917,683
1918,684
1918,685
1918,686
1918,687
1918,688
1918,689
1918,690
1918,691
1918,692
1918,693
1918,694
1918,695
1918,696
1918,697
1918,698
1918,699
1918,700
1918,701
1918,702
1918,703
1918,704
1918,705
1918,706
1918,707
1918,708
1918,709
1918,710
1918,711
1918,712
1918,713
1918,714
1918,715
1918,716
1918,717
1918,718
1918,719
1918,720
1918,721
1918,722
1918,723
1918,724
1918,725
1918,726
1918,727
1918,728
1918,729
1918,730
1918,731
1918,732
1918,733
1918,734
1918,735
1918,736
1919,737
1919,738
1919,739
1919,740
1919,741
1919,742
1919,743
1919,744
1919,745
1919,746
1919,747
1919,748
1919,749
1919,750
1919,751
1919,752
1919,753
1919,754
1919,755
1919,756
1919,757
1919,758
1919,759
1919,760
1919,761
1919,762
1919,763
1919,764
1919,765
1919,766
1919,767
1919,768
1919,769
1919,770
1919,771
1919,772
1919,773
1919,774
1919,775
1919,776
1919,777
1919,778
1919,779
1919,780
1919,781
1919,782
1919,783
1919,784
1919,785
1919,786
1919,787
1920,788
1920,789
1920,790
1920,791
1920,792
1920,793
1920,794
1920,795
1920,796
1920,797
1920,798
1920,799
1920,800
1920,801
1920,802
1920,803
1920,804
1920,805
1920,806
1920,807
1920,808
1920,809
1920,810
1920,811
1920,812
1920,813
1920,814
1920,815
1920,816
1920,817
1920,818
1920,819
1920,820
1920,821
1920,822
1920,823
1920,824
1920,825
1920,826
1920,827
1920,828
1920,829
1920,830
1920,831
1920,832
1920,833
1920,834
1920,835
1920,836
1920,839
1921,840
1921,841
1921,842
1921,843
1921,844
1921,845
1921,846
1921,847
1921,848
1921,849
1921,850
1921,851
1921,852
1921,853
1921,854
1921,855
1921,856
1921,857
1921,858
1921,859
1921,860
1921,861
1921,862
1921,863
1921,864
1921,865
1921,866
1921,867
1921,868
1921,869
1921,870
1921,871
1921,872
1921,873
1921,874
1921,875
1921,876
1921,877
1921,878
1921,879
1921,880
1921,881
1921,882
1921,883
1921,884
1921,885
1921,886
1921,887
1921,888
1922,889
1922,890
1922,891
1922,892
1922,893
1922,894
1922,895
1922,896
1922,897
1922,898
1922,899
1922,900
1922,901
1922,902
1922,903
1922,904
1922,905
1922,906
1922,907
1922,908
1922,909
1922,910
1922,911
1922,912
1922,913
1922,914
1922,915
1922,916
1923,939
1923,940
1923,941
1923,942
1923,943
1923,944
1923,945
1923,946
1923,947
1923,948
1923,949
1923,950
1923,951
1923,952
1923,953
1923,954
1923,955
1923,956
1923,957
1923,958
1923,959
1923,960
1923,961
1923,962
1923,963
1923,964
1923,965
1923,966
1923,967
1923,968
1923,969
1923,970
1923,971
1923,972
1923,973
1923,974
1923,975
1923,976
1923,977
1923,978
1923,979
1923,980
1923,981
1923,982
1923,983
1923,984
1923,985
1923,986
1923,987
1923,988
1923,989
1923,990
1924,991
1924,992
1924,993
1924,994
1924,995
1924,996
1924,997
1924,998
1924,999
1924,1000
1924,1001
1924,1002
1924,1003
1924,1004
1924,1005
1924,1006
1924,1007
1924,1008
1924,1009
1924,1010
1924,1011
1924,1012
1924,1013
1924,1014
1924,1015
1924,1016
1924,1017
1924,1018
1924,1019
1924,1020
1924,1021
1924,1022
1924,1023
1924,1024
1924,1025
1924,1026
1924,1027
1924,1028
1924,1029
1924,1030
1924,1031
1924,1032
1924,1033
1924,1034
1924,1035
1924,1036
1924,1037
1924,1038
1924,1039
1924,1040
1924,1041
1924,1042
1925,1043
1925,1044
1925,1045
1925,1046
1925,1047
1925,1048
1925,1049
1925,1050
1925,1051
1925,1052
1925,1053
1925,1054
1925,1055
1925,1056
1925,1057
1925,1058
1925,1059
1925,1060
1925,1061
1925,1062
1925,1063
1925,1064
1925,1065
1925,1066
1925,1067
1925,1068
1925,1069
1925,1070
1925,1071
1925,1072
1925,1073
1925,1074
1925,1075
1925,1076
1925,1077
1925,1078
1925,1079
1925,1080
1925,1081
1925,1082
1925,1083
1925,1084
1925,1085
1925,1086
1925,1087
1925,1088
1925,1089
1925,1090
1925,1091
1925,1092
1925,1093
1925,1094
1926,1096
1926,1097
1926,1098
1926,1099
1926,1100
1926,1101
1926,1102
1926,1103
1926,1104
1926,1105
1926,1106
1926,1107
1926,1108
1926,1109
1926,1110
1926,1111
1926,1112
1926,1113
1926,1114
1926,1115
1926,1116
1926,1117
1926,1118
1926,1119
1926,1120
1926,1121
1926,1122
1926,1123
1926,1124
1926,1125
1926,1126
1926,1127
1926,1128
1926,1129
1926,1130
1926,1131
1926,1132
1926,1133
1926,1134
1926,1135
1926,1136
1926,1137
1926,1138
1926,1139
1926,1140
1926,1141
1926,1142
1926,1143
1926,1144
1926,1145
1926,1146
1926,1147
1927,1148
1927,1149
1927,1150
1927,1151
1927,1152
1927,1153
1927,1154
1927,1155
1927,1156
1927,1157
1927,1158
1927,1159
1927,1160
1927,1161
1927,1162
1927,1163
1927,1164
1927,1165
1927,1166
1927,1167
1927,1168
1927,1169
1927,1170
1927,1171
1927,1172
1927,1173
1927,1174
1927,1175
1927,1176
1927,1177
1927,1178
1927,1179
1927,1180
1927,1181
1927,1182
1927,1183
1927,1184
1927,1185
1927,1186
1927,1187
1927,1188
1927,1189
1927,1190
1927,1191
1927,1192
1927,1193
1927,1194
1927,1195
1927,1196
1927,1197
1927,1198
1927,1199
1928,1200
1928,1201
1928,1202
1928,1203
1928,1204
1928,1205
1928,1206
1928,1207
1928,1208
1928,1209
1928,1210
1928,1211
1928,1212
1928,1213
1928,1214
1928,1215
1928,1216
1928,1217
1928,1218
1928,1219
1928,1220
1928,1221
1928,1222
1928,1223
1928,1224
1928,1225
1928,1226
1928,1227
1928,1228
1928,1229
1928,1230
1928,1231
1928,1232
1928,1233
1928,1234
1928,1235
1928,1236
1928,1237
1928,1238
1928,1239
1928,1240
1928,1241
1928,1242
1928,1243
1928,1244
1928,1245
1928,1246
1928,1247
1928,1248
1928,1249
1928,1250
1928,1251
1929,1252
1929,1253
1929,1254
1929,1255
1929,1256
1929,1257
1929,1258
1929,1259
1929,1260
1929,1261
1929,1262
1929,1263
1929,1264
1929,1265
1929,1266
1929,1267
1929,1268
1929,1269
1929,1270
1929,1271
1929,1272
1929,1273
1929,1274
1929,1275
1929,1276
1929,1277
1929,1278
1929,1279
1929,1280
1929,1281
1929,1282
1929,1283
1929,1284
1929,1285
1929,1286
1929,1287
1929,1288
1929,1289
1929,1290
1929,1291
1929,1292
1929,1293
1929,1294
1929,1295
1929,1296
1929,1297
1929,1298
1929,1299
1929,1300
1929,1301
1929,1302
1929,1303
1930,1304
1930,1306
1930,1307
1930,1308
1930,1309
1930,1310
1930,1311
1930,1312
1930,1313
1930,1314
1930,1315
1930,1316
1930,1317
1930,1318
1930,1319
1930,1320
1930,1321
1930,1322
1930,1323
1930,1324
1930,1325
1930,1326
1930,1327
1930,1328
1930,1329
1930,1330
1930,1331
1930,1332
1930,1333
1930,1334
1930,1335
1930,1336
1930,1337
1930,1338
1930,1339
1930,1340
1930,1341
1930,1342
1930,1343
1930,1344
1930,1345
1930,1346
1930,1347
1930,1348
1930,1349
1930,1350
1930,1351
1930,1352
1930,1353
1930,1354
1930,1355
1931,1357
1931,1358
1931,1359
1931,1360
1931,1361
1931,1362
1931,1363
1931,1364
1931,1365
1931,1366
1931,1367
1931,1368
1931,1369
1931,1370
1931,1371
1931,1372
1931,1373
1931,1374
1931,1375
1931,1376
1931,1377
1931,1378
1931,1379
1931,1380
1931,1381
1931,1382
1931,1383
1931,1384
1931,1385
1931,1386
1931,1387
1931,1388
1931,1389
1931,1390
1931,1391
1931,1392
1931,1393
1931,1394
1931,1395
1931,1396
1931,1397
1931,1398
1931,1399
1931,1400
1931,1401
1931,1402
1931,1403
1931,1404
1931,1405
1931,1406
1931,1407
1932,1408
1932,1409
1932,1410
1932,1411
1932,1412
1932,1413
1932,1414
1932,1415
1932,1416
1932,1417
1932,1418
1932,1419
1932,1420
1932,1421
1932,1422
1932,1423
1932,1424
1932,1425
1932,1426
1932,1427
1932,1428
1932,1429
1932,1430
1932,1431
1932,1432
1932,1433
1932,1434
1932,1435
1932,1436
1932,1437
1932,1438
1932,1439
1932,1440
1932,1441
1932,1442
1932,1443
1932,1444
1932,1445
1932,1446
1932,1447
1932,1448
1932,1449
1932,1450
1932,1451
1932,1452
1932,1453
1932,1454
1932,1455
1932,1456
1932,1457
1932,1458
1932,1459
1932,1460
1932,1461
1933,1462
1933,1463
1933,1464
1933,1465
1933,1466
1933,1467
1933,1468
1933,1469
1933,1470
1933,1471
1933,1472
1933,1473
1933,1474
1933,1475
1933,1476
1933,1477
1933,1478
1933,1479
1933,1480
1933,1481
1933,1482
1933,1483
1933,1484
1933,1485
1933,1486
1933,1487
1933,1488
1933,1489
1933,1490
1933,1491
1933,1492
1933,1493
1933,1494
1933,1495
1933,1496
1933,1497
1933,1498
1933,1499
1933,1500
1933,1501
1933,1502
1933,1503
1933,1504
1933,1505
1933,1506
1933,1507
1933,1508
1933,1509
1933,1510
1933,1511
1934,1513
1934,1514
1934,1515
1934,1516
1934,1517
1934,1518
1934,1519
1934,1520
1934,1521
1934,1522
1934,1523
1934,1524
1934,1525
1934,1526
1934,1527
1934,1528
1934,1529
1934,1530
1934,1531
1934,1532
1934,1533
1934,1534
1934,1535
1934,1536
1934,1537
1934,1538
1934,1539
1934,1540
1934,1541
1934,1542
1934,1543
1934,1544
1934,1545
1934,1546
1934,1547
1934,1548
1934,1549
1934,1550
1934,1551
1934,1552
1934,1553
1934,1554
1934,1555
1934,1556
1934,1557
1934,1558
1934,1559
1934,1560
1934,1561
1934,1562
1934,1563
1935,1565
1935,1566
1935,1567
1935,1568
1935,1569
1935,1570
1935,1571
1935,1572
1935,1573
1935,1574
1935,1575
1935,1576
1935,1577
1935,1578
1935,1579
1935,1580
1935,1581
1935,1582
1935,1583
1935,1584
1935,1585
1935,1586
1935,1587
1935,1588
1935,1589
1935,1590
1935,1591
1935,1592
1935,1593
1935,1594
1935,1595
1935,1596
1935,1597
1935,1598
1935,1599
1935,1600
1935,1601
1935,1602
1935,1603
1935,1604
1935,1605
1935,1606
1935,1607
1935,1608
1935,1609
1935,1610
1935,1611
1935,1612
1935,1613
1935,1614
1935,1615
1935,1616
1936,1617
1936,1618
1936,1619
1936,1620
1936,1621
1936,1622
1936,1623
1936,1624
1936,1625
1936,1626
1936,1627
1936,1628
1936,1629
1936,1630
1936,1631
1936,1632
1936,1633
1936,1634
1936,1635
1936,1636
1936,1637
1936,1638
1936,1639
1936,1640
1936,1641
1936,1642
1936,1643
1936,1644
1936,1645
1936,1646
1936,1647
1936,1648
1936,1649
1936,1650
1936,1651
1936,1652
1936,1653
1936,1654
1936,1655
1936,1656
1936,1657
1936,1658
1936,1659
1936,1660
1936,1661
1936,1662
1936,1663
1936,1664
1936,1665
1936,1666
1936,1667
1936,1668
1937,1669
1937,1670
1937,1671
1937,1672
1937,1673
1937,1674
1937,1675
1937,1676
1937,1677
1937,1678
1937,1679
1937,1680
1937,1681
1937,1682
1937,1683
1937,1684
1937,1685
1937,1686
1937,1687
1937,1688
1937,1689
1937,1690
1937,1691
1937,1692
1937,1693
1937,1694
1937,1695
1937,1696
1937,1697
1937,1698
1937,1699
1937,1700
1937,1701
1937,1702
1937,1703
1937,1704
1937,1705
1937,1706
1937,1707
1937,1708
1937,1709
1937,1710
1937,1711
1937,1712
1937,1713
1937,1714
1937,1715
1937,1716
1937,1717
1937,1718
1937,1719
1937,1720
1937,1721
1938,1722
1938,1723
1938,1724
1938,1725
1938,1726
1938,1727
1938,1728
1938,1729
1938,1730
1938,1731
1938,1732
1938,1733
1938,1734
1938,1735
1938,1736
1938,1737
1938,1738
1938,1739
1938,1740
1938,1741
1938,1742
1938,1743
1938,1744
1938,1745
1938,1746
1938,1747
1938,1748
1938,1749
1938,1750
1938,1751
1938,1752
1938,1753
1938,1754
1938,1755
1938,1756
1938,1757
1938,1758
1938,1759
1938,1760
1938,1761
1938,1762
1938,1763
1938,1764
1938,1765
1938,1766
1938,1767
1938,1768
1938,1769
1938,1770
1938,1771
1938,1772
1938,1773
1939,1774
1939,1775
1939,1776
1939,1777
1939,1778
1939,1779
1939,1780
1939,1781
1939,1782
1939,1783
1939,1784
1939,1785
1939,1786
1939,1787
1939,1788
1939,1789
1939,1790
1939,1791
1939,1792
1939,1793
1939,1794
1939,1795
1939,1796
1939,1797
1939,1798
1939,1799
1939,1800
1939,1801
1939,1802
1939,1803
1939,1804
1939,1805
1939,1806
1939,1807
1939,1808
1939,1809
1939,1810
1939,1811
1939,1812
1939,1813
1939,1814
1939,1815
1939,1816
1939,1817
1939,1818
1939,1819
1939,1820
1939,1821
1939,1822
1939,1823
1939,1824
1939,1825
1940,1826
1940,1827
1940,1828
1940,1829
1940,1830
1940,1831
1940,1832
1940,1833
1940,1834
1940,1835
1940,1836
1940,1837
1940,1838
1940,1839
1940,1840
1940,1841
1940,1842
1940,1843
1940,1844
1940,1845
1940,1846
1940,1847
1940,1848
1940,1849
1940,1850
1940,1851
1940,1852
1940,1853
1940,1854
1940,1855
1940,1856
1940,1857
1940,1858
1940,1859
1940,1860
1940,1861
1940,1862
1940,1863
1940,1864
1940,1865
1940,1866
1940,1867
1940,1868
1940,1869
1940,1870
1940,1871
1940,1872
1940,1873
1940,1874
1940,1875
1940,1876
1940,1877
1941,1878
1941,1879
1941,1880
1941,1881
1941,1882
1941,1883
1941,1884
1941,1885
1941,1886
1941,1887
1941,1888
1941,1889
1941,1890
1941,1891
1941,1892
1941,1893
1941,1894
1941,1895
1941,1896
1941,1897
1941,1898
1941,1899
1941,1900
1941,1901
1941,1902
1941,1903
1941,1904
1941,1905
1941,1906
1941,1907
1941,1908
1941,1909
1941,1910
1941,1911
1941,1912
1941,1913
1941,1914
1941,1915
1941,1916
1941,1917
1941,1918
1941,1919
1941,1920
1941,1921
1941,1922
1941,1923
1941,1924
1941,1925
1941,1926
1941,1927
1941,1928
1941,1929
1942,1930
1942,1931
1942,1932
1942,1933
1942,1934
1942,1935
1942,1936
1942,1937
1942,1938
1942,1939
1942,1940
1942,1941
1942,1942
1942,1943
1942,1944
1942,1945
1942,1946
1942,1947
1942,1948
1942,1949
1942,1950
1942,1951
1942,1952
1942,1953
1942,1954
1942,1955
1942,1956
1942,1957
1942,1958
1942,1959
1942,1960
1942,1961
1942,1962
1942,1963
1942,1964
1942,1965
1942,1966
1942,1967
1942,1968
1942,1969
1942,1970
1942,1971
1942,1972
1942,1973
1942,1974
1942,1975
1942,1976
1942,1977
1942,1978
1942,1979
1942,1980
1942,1981
1942,1982
1943,1983
1943,1984
1943,1985
1943,1986
1943,1987
1943,1988
1943,1989
1943,1990
1943,1991
1943,1992
1943,1993
1943,1994
1943,1995
1943,1996
1943,1997
1943,1998
1943,1999
1943,2000
1943,2001
1943,2002
1943,2003
1943,2004
1943,2005
1943,2006
1943,2007
1943,2008
1943,2009
1943,2010
1943,2011
1943,2012
1943,2013
1943,2014
1943,2015
1943,2016
1943,2017
1943,2018
1943,2019
1943,2020
1943,2021
1943,2022
1943,2023
1943,2024
1943,2025
1943,2026
1943,2027
1943,2033
1943,2034
1943,2035
